comment_id,status_id,parent_id,comment_message,comment_author,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
10156240263874781_10156245261724781,122150409780_10156240263874781,10156240263874781_10156243626344781,I hope so! :),0,2018-02-11 15:22:46,0,0,0,0,0,0,0,0
10156240263874781_10156246596034781,122150409780_10156240263874781,10156240263874781_10156243626344781,Woooo!,0,2018-02-12 02:09:31,0,0,0,0,0,0,0,0
10156240263874781_10156240393144781,122150409780_10156240263874781,,Dulce Cuario Maralit aye mom I made it,0,2018-02-10 00:40:32,2,0,2,0,0,0,0,0
10156240263874781_10156240420994781,122150409780_10156240263874781,10156240263874781_10156240393144781,One more to grand slam  lol 😝,0,2018-02-10 01:02:01,0,0,0,0,0,0,0,0
10156240263874781_10156240607864781,122150409780_10156240263874781,10156240263874781_10156240393144781,You are my icon,0,2018-02-10 03:03:09,2,1,0,0,1,0,0,0
10156240263874781_10156240277679781,122150409780_10156240263874781,,Romana Mikee Maralit famous yet again!,0,2018-02-09 23:18:17,1,0,1,0,0,0,0,0
10156240263874781_10156240440149781,122150409780_10156240263874781,,Where was the d1 athletics when I was there?,0,2018-02-10 01:11:55,0,0,0,0,0,0,0,0
10156240263874781_10156243169879781,122150409780_10156240263874781,,Zachary Pierson,0,2018-02-10 22:11:53,0,0,0,0,0,0,0,0
10156240263874781_10156240458729781,122150409780_10156240263874781,,Yayy!!! 😍💙💛🏀,0,2018-02-10 01:21:24,0,0,0,0,0,0,0,0
10156240263874781_10156240622364781,122150409780_10156240263874781,,Logan Holland,0,2018-02-10 03:11:56,1,1,0,0,0,0,0,0
10156232517664781_10156239842739781,122150409780_10156232517664781,,Michael Tran welp we missed our chance,0,2018-02-09 19:28:41,0,0,0,0,0,0,0,0
10156232517664781_10156239944704781,122150409780_10156232517664781,10156232517664781_10156239842739781,...... you know we never got a chance to write a patent for our project.... This was his plan the entire time!,0,2018-02-09 20:13:37,0,0,0,0,0,0,0,0
10156232517664781_10156240031654781,122150409780_10156232517664781,10156232517664781_10156239842739781,takes our ideas.. and our soul,0,2018-02-09 21:06:33,0,0,0,0,0,0,0,0
10156232517664781_10156240080544781,122150409780_10156232517664781,10156232517664781_10156239842739781,"At least we still have our hair, jokes on him",0,2018-02-09 21:28:08,1,1,0,0,0,0,0,0
10156232517664781_10156240082449781,122150409780_10156232517664781,10156232517664781_10156239842739781,Wooooah,0,2018-02-09 21:29:23,0,0,0,0,0,0,0,0
10156232517664781_10156240477079781,122150409780_10156232517664781,10156232517664781_10156239842739781,Im curious what kind of punishment they are going to use😃,0,2018-02-10 01:31:05,1,1,0,0,0,0,0,0
10156232517664781_10156232518309781,122150409780_10156232517664781,,"Hi! Whoever is reading this, I understand how rough things are right now. I just want to let you know that things will get better, I promise. Keep holding on just a little bit longer. I know you feel like nobody really cares. You're wrong, stop denying it. I care, otherwise I wouldn't be writing this. You're not alone, we may be miles away but we're all going through the same things. Please keep holding on.",0,2018-02-07 11:59:17,0,0,0,0,0,0,0,0
10156232517664781_10156232522574781,122150409780_10156232517664781,,"Hi! Whoever is reading this, I understand how rough things are right now. I just want to let you know that things will get better, I promise. Keep holding on just a little bit longer. I know you feel like nobody really cares. You're wrong, stop denying it. I care, otherwise I wouldn't be writing this. You're not alone, we may be miles away but we're all going through the same things. Please keep holding on.",0,2018-02-07 12:01:35,0,0,0,0,0,0,0,0
10156232517664781_10156233244254781,122150409780_10156232517664781,,Hello how do I get in contact with your researcher's? I and many other's have are in search of reversal to a surgery called ets. From what I heard of you guy's are the best at what you do. And we need a team that will find an answer. Thank you.,0,2018-02-07 16:28:25,0,0,0,0,0,0,0,0
10156229771139781_10156229826679781,122150409780_10156229771139781,,"The study seems to focus specifically on children of today. Can this be diagnosed in adults, whose parents drank while they were pregnant in the 90s, 80s, 70s, and so on?",0,2018-02-06 12:06:32,1,1,0,0,0,0,0,0
10156229771139781_10156232451874781,122150409780_10156229771139781,,My mind equation: [[PHOTO]],0,2018-02-07 11:26:54,0,0,0,0,0,0,0,0
10156229771139781_10156230869294781,122150409780_10156229771139781,,Melanie Gade,0,2018-02-06 19:43:53,0,0,0,0,0,0,0,0
10156229771139781_10156230982899781,122150409780_10156229771139781,10156229771139781_10156230869294781,Whatever Cassidy!!!!,0,2018-02-06 20:50:35,0,0,0,0,0,0,0,0
10156227606204781_10156228512224781,122150409780_10156227606204781,,So so proud of you!!!  Do you deliver to East County yet?,0,2018-02-05 23:46:13,0,0,0,0,0,0,0,0
10156227606204781_10156228771439781,122150409780_10156227606204781,10156227606204781_10156228512224781,Thanks heather! We’re gearing up for that next!!! Keep you in the loop!,0,2018-02-06 02:50:09,0,0,0,0,0,0,0,0
10156227606204781_10156228414899781,122150409780_10156227606204781,,Killing it!!! I love this 😘,0,2018-02-05 22:27:56,1,1,0,0,0,0,0,0
10156227606204781_10156228771654781,122150409780_10156227606204781,10156227606204781_10156228414899781,🙌🏼🙌🏼,0,2018-02-06 02:50:17,0,0,0,0,0,0,0,0
10156227606204781_10156231010564781,122150409780_10156227606204781,,Congrats! You earned this recognition!,0,2018-02-06 21:13:17,0,0,0,0,0,0,0,0
10156227606204781_10156227822749781,122150409780_10156227606204781,,Chrissy Weir wow! So exciting 🎉🎉. Excellent work!!,0,2018-02-05 17:57:30,1,1,0,0,0,0,0,0
10156227606204781_10156228331459781,122150409780_10156227606204781,10156227606204781_10156227822749781,Thanks Christine Mata!! Excited and so glad I get to stop by my old stomping grounds to delivery healthy and tasty meals to wonderful UCSD employees (like you!) and students!,0,2018-02-05 21:30:38,1,1,0,0,0,0,0,0
10156227606204781_10156231480824781,122150409780_10156227606204781,,So exciting! Proud of you!,0,2018-02-07 01:52:00,0,0,0,0,0,0,0,0
10156227606204781_10156228845719781,122150409780_10156227606204781,,So nice,0,2018-02-06 04:00:14,0,0,0,0,0,0,0,0
10156227606204781_10156227752014781,122150409780_10156227606204781,,Daniel Castleman Jorge Gomez Sean Cai Tarek Gouda,0,2018-02-05 17:45:03,2,1,0,1,0,0,0,0
10156227606204781_10156227753364781,122150409780_10156227606204781,10156227606204781_10156227752014781,lmaoo,0,2018-02-05 17:45:25,1,1,0,0,0,0,0,0
10156227606204781_10156227903659781,122150409780_10156227606204781,10156227606204781_10156227752014781,wow! haha,0,2018-02-05 18:14:35,0,0,0,0,0,0,0,0
10156227606204781_10156229702329781,122150409780_10156227606204781,,Miss America,0,2018-02-06 11:35:26,0,0,0,0,0,0,0,0
10156227606204781_10156228909559781,122150409780_10156227606204781,,Brandon Huber,0,2018-02-06 04:50:31,0,0,0,0,0,0,0,0
10156218734469781_10156220491424781,122150409780_10156218734469781,,"Yeah, that comes with bad things... not actually a good development for a great university that had avoided the taint of Sportbiz Academics.",0,2018-02-03 09:23:40,0,0,0,0,0,0,0,0
10156218734469781_10156223988009781,122150409780_10156218734469781,,Absolutely amazing,0,2018-02-04 12:28:21,0,0,0,0,0,0,0,0
10156218734469781_10156218950009781,122150409780_10156218734469781,,wow.,0,2018-02-02 18:30:43,0,0,0,0,0,0,0,0
10156218734469781_10156220662539781,122150409780_10156218734469781,,Lauren,0,2018-02-03 10:24:37,0,0,0,0,0,0,0,0
10156218734469781_10156220809714781,122150409780_10156218734469781,10156218734469781_10156220662539781,what about it? it’s not like i have any spirit,0,2018-02-03 11:26:05,0,0,0,0,0,0,0,0
10156218734469781_10156220847769781,122150409780_10156218734469781,10156218734469781_10156220662539781,"You need to go there and find some. Have some pride in your school. There’s free food, T-shirt’s, and ish. You’ll go for that.  😂",0,2018-02-03 11:41:14,0,0,0,0,0,0,0,0
10156213074119781_10156213673309781,122150409780_10156213074119781,,Allice Yang Nicole Do we forgot to wake up for this!!,0,2018-01-31 20:06:51,2,0,0,1,0,1,0,0
10156213074119781_10156214346389781,122150409780_10156213074119781,,Big love for Geisel and UCSD#alumni#triton,0,2018-02-01 03:03:24,0,0,0,0,0,0,0,0
10156213074119781_10156221592109781,122150409780_10156213074119781,,Dayra Covarrubias Ortega Así estaba la luna el otro día que estaba estudiando 🙂 Pero más bella tú amor 💕,0,2018-02-03 17:01:50,1,0,1,0,0,0,0,0
10156213074119781_10156222000144781,122150409780_10156213074119781,10156213074119781_10156221592109781, [[STICKER]],0,2018-02-03 19:41:34,1,0,1,0,0,0,0,0
10156213074119781_10156213957959781,122150409780_10156213074119781,,Megan McCall Tryphena Hu we witnessed this picture inception,0,2018-01-31 22:45:54,2,1,0,0,1,0,0,0
10156213074119781_10156216656394781,122150409780_10156213074119781,,Put so much pain next to such beauty.,0,2018-02-01 22:33:41,0,0,0,0,0,0,0,0
10156213074119781_10156214184369781,122150409780_10156213074119781,,"Love your artistry, Erik!",0,2018-02-01 01:17:04,0,0,0,0,0,0,0,0
10156213074119781_10156215631144781,122150409780_10156213074119781,,"Max Gleiberman, did you happen to see this?",0,2018-02-01 15:18:21,0,0,0,0,0,0,0,0
10156213074119781_10156233667104781,122150409780_10156213074119781,,Incredible ☄️,0,2018-02-07 18:27:21,0,0,0,0,0,0,0,0
10156213074119781_10156213130429781,122150409780_10156213074119781,,Mwah. Thank you! You helped make me. -me,0,2018-01-31 15:47:18,1,1,0,0,0,0,0,0
10156213074119781_10156213852649781,122150409780_10156213074119781,,Claudio Correia olha que foto linda na região que falamos !!! 🙌🏻,0,2018-01-31 21:48:15,1,1,0,0,0,0,0,0
10156213074119781_10156214569014781,122150409780_10156213074119781,10156213074119781_10156213852649781,Fantastic,0,2018-02-01 05:50:54,0,0,0,0,0,0,0,0
10156213074119781_10156214051559781,122150409780_10156213074119781,,Beautiful,0,2018-02-01 00:00:39,1,1,0,0,0,0,0,0
10156213074119781_10156213876789781,122150409780_10156213074119781,,Giovanni Monica lo que me perdi,0,2018-01-31 22:06:13,1,1,0,0,0,0,0,0
10156213074119781_10156213941014781,122150409780_10156213074119781,10156213074119781_10156213876789781,"Cuando??
Anoche u hoy?",0,2018-01-31 22:41:17,0,0,0,0,0,0,0,0
10156213074119781_10156213961789781,122150409780_10156213074119781,10156213074119781_10156213876789781,en la manana,0,2018-01-31 22:48:41,0,0,0,0,0,0,0,0
10156213074119781_10156217632814781,122150409780_10156213074119781,,"Thiago Marback, did you see?? :)",0,2018-02-02 09:17:32,0,0,0,0,0,0,0,0
10156213074119781_10156214494584781,122150409780_10156213074119781,,flash bang wallop whatta picture Hannah Evans,0,2018-02-01 05:01:01,1,0,0,1,0,0,0,0
10156213074119781_10156213394899781,122150409780_10156213074119781,,Very cool 😎,0,2018-01-31 17:32:02,1,1,0,0,0,0,0,0
10156213074119781_10156220883209781,122150409780_10156213074119781,,Amanda Marshall,0,2018-02-03 11:57:56,0,0,0,0,0,0,0,0
10156213074119781_10156216691604781,122150409780_10156213074119781,,Lucinda Rubio-Barrick,0,2018-02-01 23:00:44,0,0,0,0,0,0,0,0
10156213074119781_10156213813149781,122150409780_10156213074119781,,Beautiful,0,2018-01-31 21:19:06,0,0,0,0,0,0,0,0
10156213074119781_10156213631439781,122150409780_10156213074119781,,Mike Griffin my library!,0,2018-01-31 19:42:46,1,1,0,0,0,0,0,0
10156213074119781_10156214279959781,122150409780_10156213074119781,,Brandon Huber,0,2018-02-01 02:04:38,1,1,0,0,0,0,0,0
10156213074119781_10156214339504781,122150409780_10156213074119781,10156213074119781_10156214279959781,I saw it this morning!,0,2018-02-01 02:57:05,1,1,0,0,0,0,0,0
10156213074119781_10156214021239781,122150409780_10156213074119781,,Kelly Boisbouvier,0,2018-01-31 23:31:39,1,1,0,0,0,0,0,0
10156213074119781_10156214341964781,122150409780_10156213074119781,,Amy Hutchinson Jones,0,2018-02-01 02:59:58,1,0,1,0,0,0,0,0
10156213074119781_10156213144064781,122150409780_10156213074119781,,Haiyang Kehoe,0,2018-01-31 15:52:33,1,1,0,0,0,0,0,0
10156213074119781_10156215053904781,122150409780_10156213074119781,,Alex Hansen,0,2018-02-01 10:21:07,0,0,0,0,0,0,0,0
10156213074119781_10156213159659781,122150409780_10156213074119781,,James Berry,0,2018-01-31 16:00:10,0,0,0,0,0,0,0,0
10156213074119781_10156215306509781,122150409780_10156213074119781,,Aleyna Kocabas,0,2018-02-01 12:35:56,0,0,0,0,0,0,0,0
10156213074119781_10156214342189781,122150409780_10156213074119781,,Nicole Moersch,0,2018-02-01 03:00:08,0,0,0,0,0,0,0,0
10156213074119781_10156214795584781,122150409780_10156213074119781,10156213074119781_10156214342189781,Cool. We watched it as well!,0,2018-02-01 08:13:16,1,1,0,0,0,0,0,0
10156192669174781_10156195372809781,122150409780_10156192669174781,,"Hi UC San Diego, I'm Brazilian and would like to do a post-grad course in Nanotechnology at UCSan Diego. Could you please help me to find the site with every professor's e-mail that works on it? I'm a little lost :'( Thank you sooo much!!",0,2018-01-25 20:48:05,0,0,0,0,0,0,0,0
10156192669174781_10156212896924781,122150409780_10156192669174781,10156192669174781_10156195372809781,Here you go: http://nanoengineering.ucsd.edu/fac,0,2018-01-31 13:57:12,1,1,0,0,0,0,0,0
10156192669174781_10156212919219781,122150409780_10156192669174781,10156192669174781_10156195372809781,Ioana Patringenaru thank you!!! 😊😊😊😊,0,2018-01-31 14:08:42,0,0,0,0,0,0,0,0
10156192669174781_10156194567779781,122150409780_10156192669174781,,Joji Asako where was this when we needed it,0,2018-01-25 15:19:34,1,1,0,0,0,0,0,0
10156192669174781_10156208930144781,122150409780_10156192669174781,,.,0,2018-01-30 07:47:24,0,0,0,0,0,0,0,0
10156192669174781_10156199094539781,122150409780_10156192669174781,,"“Gravitons emitted by Black holes are harmful”
Adrian Ferent

“Gravitons emitted by Black Holes kill people”
Adrian Ferent

“I am the first who explained Gravitational Radiation”
Adrian Ferent",0,2018-01-27 01:03:21,0,0,0,0,0,0,0,0
10156172358199781_10156172917854781,122150409780_10156172358199781,,People are mad about a civil rights leader? Ok.,0,2018-01-18 17:04:45,2,2,0,0,0,0,0,0
10156172358199781_10156173161974781,122150409780_10156172358199781,10156172358199781_10156172917854781,It was one dude. Who has a Trump Pence banner. So who cares about him. He should have gone to Trump University,0,2018-01-18 18:35:46,1,1,0,0,0,0,0,0
10156172358199781_10156173163739781,122150409780_10156172358199781,,"I wish he would have been my commencement speaker. A brave man, and inspiration to many. Wish I would have walked with him in Selma",0,2018-01-18 18:37:01,3,3,0,0,0,0,0,0
10156172358199781_10156258807589781,122150409780_10156172358199781,,Katie Yang is this the same thing as ACGC? So cool!,0,2018-02-15 22:52:53,0,0,0,0,0,0,0,0
10156172358199781_10156258808509781,122150409780_10156172358199781,10156172358199781_10156258807589781,Yes!!! I’m so jelly!!! I want to goooooo,0,2018-02-15 22:53:34,0,0,0,0,0,0,0,0
10156172358199781_10156258816554781,122150409780_10156172358199781,10156172358199781_10156258807589781,Katie me toooo! If only Gary were still there to hook us up with VIP passes 😉,0,2018-02-15 23:00:50,3,3,0,0,0,0,0,0
10156172358199781_10156258980579781,122150409780_10156172358199781,10156172358199781_10156258807589781,Oh whaaaaa,0,2018-02-16 01:02:38,0,0,0,0,0,0,0,0
10156172358199781_10156172456149781,122150409780_10156172358199781,,One of my heroes.,0,2018-01-18 13:21:29,4,4,0,0,0,0,0,0
10156172358199781_10156173485954781,122150409780_10156172358199781,,Lizza Fung Tomoko Takeda a day after we cried over his appearance on Letterman omgfnekfnrjfnej,0,2018-01-18 21:28:45,0,0,0,0,0,0,0,0
10156172358199781_10156173602274781,122150409780_10156172358199781,10156172358199781_10156173485954781,Wait I’m going this year!!!!!!,0,2018-01-18 22:38:13,0,0,0,0,0,0,0,0
10156172358199781_10156173951544781,122150409780_10156172358199781,10156172358199781_10156173485954781,What!!!! Ugh so jealous!!,0,2018-01-19 01:38:42,0,0,0,0,0,0,0,0
10156172358199781_10156176061799781,122150409780_10156172358199781,,Yes!,0,2018-01-19 20:37:18,0,0,0,0,0,0,0,0
10156172358199781_10156173202689781,122150409780_10156172358199781,,Another incredible choice! Nice job UCSD!!!,0,2018-01-18 19:02:55,0,0,0,0,0,0,0,0
10156172358199781_10156173213409781,122150409780_10156172358199781,,What a great graduation speaker!,0,2018-01-18 19:10:22,0,0,0,0,0,0,0,0
10156172358199781_10156173498564781,122150409780_10156172358199781,,Score!,0,2018-01-18 21:35:12,0,0,0,0,0,0,0,0
10156172358199781_10156186210839781,122150409780_10156172358199781,, [[PHOTO]],0,2018-01-23 00:35:11,0,0,0,0,0,0,0,0
10156172358199781_10156188501599781,122150409780_10156172358199781,,#UCSanDiegoAllCampusCommencement,0,2018-01-23 16:59:54,0,0,0,0,0,0,0,0
10156172358199781_10156173542414781,122150409780_10156172358199781,,Fifany Medina .!,0,2018-01-18 21:58:27,1,1,0,0,0,0,0,0
10156172358199781_10156173552494781,122150409780_10156172358199781,,Bianca Smoker,0,2018-01-18 22:05:16,1,0,0,1,0,0,0,0
10156172358199781_10156173656954781,122150409780_10156172358199781,10156172358199781_10156173552494781,OMG CAN WE FIND A WAY TO GO,0,2018-01-18 22:58:51,0,0,0,0,0,0,0,0
10156172358199781_10156173673084781,122150409780_10156172358199781,10156172358199781_10156173552494781,I'll see what I can do.,0,2018-01-18 23:01:34,1,1,0,0,0,0,0,0
10156172358199781_10156175894769781,122150409780_10156172358199781,10156172358199781_10156173552494781,why ? he'll bore u with trump crap.,0,2018-01-19 18:52:13,0,0,0,0,0,0,0,0
10156172358199781_10156173827829781,122150409780_10156172358199781,,Luke Hazelwood,0,2018-01-19 00:23:24,0,0,0,0,0,0,0,0
10156166894684781_10156194138629781,122150409780_10156166894684781,,"Congrats, Brian!  So proud of you!!!",0,2018-01-25 11:34:07,1,1,0,0,0,0,0,0
10156166894684781_10156198068119781,122150409780_10156166894684781,10156166894684781_10156194138629781,Thank you!,0,2018-01-26 17:30:44,1,1,0,0,0,0,0,0
10156166894684781_10156167265039781,122150409780_10156166894684781,,"Thanks for sharing, UC San Diego! Super excited to be repping UCSD at the Global Corporate Venturing & Innovation (GCVI) Summit.
For more information on Lume, do check out our website at www.shotonlume.com :)",0,2018-01-16 17:38:59,21,18,3,0,0,0,0,0
10156166894684781_10156167336974781,122150409780_10156166894684781,10156166894684781_10156167265039781,Congrats Brian!,0,2018-01-16 18:18:13,3,3,0,0,0,0,0,0
10156166894684781_10156167478144781,122150409780_10156166894684781,10156166894684781_10156167265039781,Already subscribed but how come it doesn’t have the iPhone 6/6s series option... 😕,0,2018-01-16 19:50:20,0,0,0,0,0,0,0,0
10156166894684781_10156171270789781,122150409780_10156166894684781,10156166894684781_10156167265039781,Yeah!!!!,0,2018-01-18 02:10:59,1,0,1,0,0,0,0,0
10156166894684781_10156171283889781,122150409780_10156166894684781,10156166894684781_10156167265039781,"Helen Pang thank you, I received the subscription! Sadly there isn't enough demand for the 6/6s as of now :/",0,2018-01-18 02:22:52,0,0,0,0,0,0,0,0
10156166894684781_10156171285074781,122150409780_10156166894684781,10156166894684781_10156167265039781,Silvia Armitano Mah thank you for your guidance and mentorship while I was at the Basement! It really helped shaped what Lume is.,0,2018-01-18 02:23:47,1,1,0,0,0,0,0,0
10156166894684781_10156171320989781,122150409780_10156166894684781,10156166894684781_10156167265039781,"Brian Soo I am so so happy! That’s why I do what I do !!!!! Go for it all, all opportunities and all resources!!",0,2018-01-18 02:48:52,1,0,1,0,0,0,0,0
10156166894684781_10156179793049781,122150409780_10156166894684781,,Jessie is this why he came?,0,2018-01-21 02:50:52,1,1,0,0,0,0,0,0
10156166894684781_10156179814249781,122150409780_10156166894684781,10156166894684781_10156179793049781,Brian Soo lol nahhh he came for vacation,0,2018-01-21 03:08:18,0,0,0,0,0,0,0,0
10156166894684781_10156179815769781,122150409780_10156166894684781,10156166894684781_10156179793049781,Yeah. Hahaha. I missed SD.,0,2018-01-21 03:09:34,0,0,0,0,0,0,0,0
10156166894684781_10156167848489781,122150409780_10156166894684781,,yay congrats Brian Soo :),0,2018-01-16 23:04:28,1,1,0,0,0,0,0,0
10156166894684781_10156167849134781,122150409780_10156166894684781,10156166894684781_10156167848489781,Thank you!!,0,2018-01-16 23:04:52,1,1,0,0,0,0,0,0
10156166894684781_10156168689174781,122150409780_10156166894684781,,Unreal,0,2018-01-17 06:43:21,1,1,0,0,0,0,0,0
10156166894684781_10156213694539781,122150409780_10156166894684781,,CONGRATULATION !!!,0,2018-01-31 20:16:12,0,0,0,0,0,0,0,0
10156166894684781_10156168405519781,122150409780_10156166894684781,,Jayne Chong,0,2018-01-17 03:30:23,2,2,0,0,0,0,0,0
10156166894684781_10156167988144781,122150409780_10156166894684781,,Billy Kilmer,0,2018-01-17 00:08:57,0,0,0,0,0,0,0,0
10156166894684781_10156167550754781,122150409780_10156166894684781,,Lorenzo Romani,0,2018-01-16 20:24:40,0,0,0,0,0,0,0,0
10156166894684781_10156169157534781,122150409780_10156166894684781,,Gaurav Chaturvedi,0,2018-01-17 10:14:50,0,0,0,0,0,0,0,0
10156166894684781_10156167233504781,122150409780_10156166894684781,,Ryan Cheng,0,2018-01-16 17:26:05,0,0,0,0,0,0,0,0
10156151708689781_10156153586684781,122150409780_10156151708689781,,Bibi Coyne - thought you might find this post from Lindsay Bell 's university of interest.,0,2018-01-11 10:37:59,1,1,0,0,0,0,0,0
10156151708689781_10156153622254781,122150409780_10156151708689781,10156151708689781_10156153586684781,Yes. Some of my favorite foods are heavily dependent upon 🐝 pollinators. Almonds for example will not exist without bees.,0,2018-01-11 10:57:50,0,0,0,0,0,0,0,0
10156151708689781_10156173572489781,122150409780_10156151708689781,,Remi speaking of bees lol,0,2018-01-18 22:18:59,1,1,0,0,0,0,0,0
10156151708689781_10156151967274781,122150409780_10156151708689781,,Sara Sandoval James is at it again,0,2018-01-10 17:01:00,1,0,0,0,1,0,0,0
10156151708689781_10156153763394781,122150409780_10156151708689781,,Jill Blackwood,0,2018-01-11 12:07:38,0,0,0,0,0,0,0,0
10156151708689781_10156152163489781,122150409780_10156151708689781,,Sebastien Dolo,0,2018-01-10 18:30:42,0,0,0,0,0,0,0,0
10156151708689781_10156153356809781,122150409780_10156151708689781,10156151708689781_10156152163489781,Merci,0,2018-01-11 08:56:56,1,1,0,0,0,0,0,0
10156149758944781_10156150892869781,122150409780_10156149758944781,,can't open - goes to popup to upgrade flash player.,0,2018-01-10 07:21:59,0,0,0,0,0,0,0,0
10156149758944781_10156151715009781,122150409780_10156149758944781,10156149758944781_10156150892869781,We have updated the link.,0,2018-01-10 14:37:02,0,0,0,0,0,0,0,0
10156149758944781_10156149799909781,122150409780_10156149758944781,,Your future  Chris,0,2018-01-09 18:19:07,1,0,0,0,1,0,0,0
10156149460739781_10156155581554781,122150409780_10156149460739781,,"Hey..... are you going to create a class for students.....""don't stand on a highway and you won't be hit by a car?""......juuuuuust sayin.",0,2018-01-12 07:06:25,0,0,0,0,0,0,0,0
10156149460739781_10156162593614781,122150409780_10156149460739781,,Advitya Gemawat,0,2018-01-14 21:12:49,1,1,0,0,0,0,0,0
10156146765134781_10156213703509781,122150409780_10156146765134781,,PERFECT!,0,2018-01-31 20:19:56,0,0,0,0,0,0,0,0
10156091529359781_10156099662014781,122150409780_10156091529359781,,This college promotes murder by illegal immigrants. A bunch of pathetic snowflakes promoting their brain dead agenda. This is how you teach your students about the real world? The real world is going to eat these kids for breakfast.,0,2017-12-21 21:46:10,2,2,0,0,0,0,0,0
10156091529359781_10156144591894781,122150409780_10156091529359781,,"Flores was one of a number of students, the College Fix reported, who spent the day after election day in 2016, wandering around campus shouting anti-Trump slogans. At some point the ""Library Walk"" event became a larger protest, and the group of students stormed an on-ramp for the freeway, in an attempt to block traffic to make a statement against the President.   Flores was one of the students who locked arms on the freeway, but a car swerved around the blockade and ended up hitting her, breaking her leg and pelvis.

Now, Flores is saying her injuries are the school's fault, because the school knew about the protest and supported it, and failed to tell Flores and her fellow students to rethink their idea of blocking traffic on one of the San Diego area's busiest thoroughfares, as though the idea wasn't clearly terrible from the beginning. This is the type of environment they promote at this school. The Stupid environment.",0,2018-01-07 18:19:08,0,0,0,0,0,0,0,0
10156091529359781_10156099441599781,122150409780_10156091529359781,,"Shame on UC San Diego for tearing down pics. of Kate Steinle  and reprimanding the student who put them up. I thought this was a place of ""higher education"" ...",0,2017-12-21 19:49:00,1,1,0,0,0,0,0,0
10156091529359781_10156102125884781,122150409780_10156091529359781,,"https://youtu.be/PInpqm8neCE..... Are you kidding me??  I'm not normally that politically active....but how is ""She had dreams too"" targeting anyone or racist in any way. Why do only some deaths matter to you? It's a reality you choose to ignore that many illegals flee their own countries not because they want freedom and a better life for themselves & their families, but because they are wanted criminals & would be jailed for their crimes in their own countries.  I guess if this is your take on life- that's fine- but I can't take you seriously until you live what you preach...Open borders, open doors. Ban any and all locks, fences, alarm systems in your communities. Take your logic to the next level & just accept whatever happens. California is in open violation of USA law & needs to be expelled from the Union for outright treason.",0,2017-12-22 20:34:13,0,0,0,0,0,0,0,0
10156091529359781_10156124417209781,122150409780_10156091529359781,,"My Gravitation theory: “Gravitational field is Gravitons”
Adrian Ferent

“Gravitational field is a discrete function”
Adrian Ferent

Gravitational field is not continuous and differentiable function.
The momentum of the graviton is negative p = - m × v.

“Gravitons have negative energy E = a × f and the speed higher than the speed of light”
 Adrian Ferent

You learned from your professors, from your books that a gravitational field is a model used to explain the influence of a mass into space.
You learned about couple gravitational fields, using PDEs (conditions of continuity and differentiability).
More complicated are the equations, more impressive is the theory for those who do not understand gravitations. Writing wrong and useless equations related to Einstein’s wrong gravitation theory was the job for the scientists in the last 100 years.

In classical mechanics the gravitational field is the negative gradient of the gravitational potential.

Einstein did not understand gravity and reinterpreted gravity not as a force pulling on objects but as a curvature of spacetime; Einstein's field equations.

Quantum theories of gravity like String theory, LQG… try to reconcile general relativity with the principles of quantum mechanics.
Because Einstein gravitation theory is wrong, quantum theories of gravity like String theory, LQG…are wrong theories.

Einstein did not receive the Nobel Prize for his theory, but they received in 2017 the Nobel Prize for detection of gravitational waves, predicted by Einstein’s theory.
LIGO announced the first-ever direct detection of gravitational waves. 

“Einstein’s gravitational waves do not exist, how they can detect them?” 
 									Adrian Ferent

As a consequence of Einstein wrong gravitation theory, the physicists explained how they can travel trough a black hole, trough a wormhole.

“A black hole attracts with greater force a planet, than the planet attracts the black hole”
Adrian Ferent

This means:

“Newton's third law is wrong”
         Adrian Ferent",0,2017-12-31 06:31:35,0,0,0,0,0,0,0,0
10156091529359781_10156094003749781,122150409780_10156091529359781,,"Hi  if you guys happens to travel to Dharamshala  in India please visit Lhamo's kitchen for the cooking class. You can find the address in Lonely Planet.

And I also arrange group programs for 5 to 10 days of volunteer works,home staying,trecking,local area visit etc. 
Further information: 
email:- lhamoskitchen@gmail.com
contact no :- 9816468719",0,2017-12-19 16:03:21,0,0,0,0,0,0,0,0
10156091529359781_10156092464774781,122150409780_10156091529359781,,13.8 billion? So how old is even this planet Earth that we found ourselves?,0,2017-12-19 01:46:35,0,0,0,0,0,0,0,0
10156091529359781_10156091732869781,122150409780_10156091529359781,,Victoria Aileen Cambe,0,2017-12-18 18:55:38,0,0,0,0,0,0,0,0
10156091529359781_10156099516584781,122150409780_10156091529359781,,https://m.youtube.com/watch?v=SDYDanwqRyU,0,2017-12-21 20:25:02,0,0,0,0,0,0,0,0
10156091529359781_10156091919299781,122150409780_10156091529359781,,Shani Mizrahi maybe this will help answer your questions😉,0,2017-12-18 20:51:30,1,0,1,0,0,0,0,0
10156091529359781_10156099490219781,122150409780_10156091529359781,,I see that UCSD is in favor of the murder of Americans by illegal alien criminals,0,2017-12-21 20:13:35,0,0,0,0,0,0,0,0
10156091529359781_10156093345394781,122150409780_10156091529359781,,Faby Marinovic,0,2017-12-19 10:11:36,1,0,0,1,0,0,0,0
10156091529359781_10156093375809781,122150409780_10156091529359781,10156091529359781_10156093345394781,Wooowww,0,2017-12-19 10:27:29,0,0,0,0,0,0,0,0
